entry_num,Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2),Time (s).1,X (rad/s),Y (rad/s),Z (rad/s),name_climber,grading,num_attempt,fall_top,climbers_rating
11,1970-01-01 00:00:03.530101250,0.08188879341,-0.1713304353,-0.6099756896,3.53010125,0.02208426967,0.07048875093,0.3525702357,tim,5b+,1,1,hard
11,1970-01-01 00:00:03.731391000,0.06948845699,0.1402969229,-0.8940211469,3.731391,0.05512242764,-0.07199545205,0.3050686419,tim,5b+,1,1,hard
11,1970-01-01 00:00:03.932681000,3.640112184,3.312636532,-0.6610575503,3.932681,-0.170869872,0.6168646216,0.154566586,tim,5b+,1,1,hard
11,1970-01-01 00:00:04.133971000,-2.886727975,-3.672923834,1.673995276,4.133971,-0.493478626,-0.2894402444,0.3620289266,tim,5b+,1,1,hard
11,1970-01-01 00:00:04.335262000,0.5088355234,-0.8251134646,-2.155899401,4.335262,-0.4746659994,0.495763123,0.05273460224,tim,5b+,1,1,hard
11,1970-01-01 00:00:04.536552000,-0.5957827431,-0.1103656107,2.365605113,4.536552,-0.1536412239,0.2590690851,0.2042932063,tim,5b+,1,1,hard
11,1970-01-01 00:00:04.737841208,0.3362263021,-1.042522883,-0.2908659419,4.737841208,-0.2477857023,-0.3263384998,-0.03893039748,tim,5b+,1,1,hard
11,1970-01-01 00:00:04.939132208,0.8455866131,-0.8932405436,-0.4180294338,4.939132208,-0.2361772209,-0.2829812467,-0.06614478678,tim,5b+,1,1,hard
11,1970-01-01 00:00:05.140422208,-0.2060579261,0.1401922578,0.3623773894,5.140422208,-0.03481280431,0.07861375064,-0.2052140385,tim,5b+,1,1,hard
11,1970-01-01 00:00:05.341713208,-1.046100502,-0.1558037388,0.02472992152,5.341713208,0.1982124001,-0.1322510689,-0.28238222,tim,5b+,1,1,hard
11,1970-01-01 00:00:05.543003208,-0.6605696002,-0.6963121676,-1.654481363,5.543003208,0.3207451701,0.162949428,0.02470592223,tim,5b+,1,1,hard
11,1970-01-01 00:00:05.744294083,-1.278643683,0.549779774,-1.848821762,5.744294083,0.2592775524,-0.1677567214,0.2288065255,tim,5b+,1,1,hard
11,1970-01-01 00:00:05.945584083,-0.9646300766,-0.3451307344,0.1658808303,5.945584083,0.3254145682,0.1290595531,0.1875793785,tim,5b+,1,1,hard
11,1970-01-01 00:00:06.146875083,0.5009186858,0.2253084219,-0.3503452814,6.146875083,0.3305942118,-0.5791556239,0.01405146345,tim,5b+,1,1,hard
11,1970-01-01 00:00:06.348165083,0.9771466264,-0.2374028027,0.2040093541,6.348165083,0.1425862163,-0.6078590751,-0.3292256892,tim,5b+,1,1,hard
11,1970-01-01 00:00:06.549456083,0.6240891141,-0.5516567302,1.529025843,6.549456083,0.3504665196,0.09154750407,-0.1944697052,tim,5b+,1,1,hard
11,1970-01-01 00:00:06.750748125,-0.6440414219,-0.6191996723,-0.339778778,6.750748125,0.2212484777,0.1725969166,-0.1643472314,tim,5b+,1,1,hard
11,1970-01-01 00:00:06.952038125,0.6387713264,1.312390012,-1.505821168,6.952038125,0.6351883411,0.4769872129,-0.4062062204,tim,5b+,1,1,hard
11,1970-01-01 00:00:07.153329125,0.9863904896,0.03557738364,-2.297579775,7.153329125,0.1943974048,2.68142271,0.2048614323,tim,5b+,1,1,hard
11,1970-01-01 00:00:07.354620125,-1.420178754,0.0438190341,1.37474355,7.354620125,-0.1325269639,1.071461678,-0.3169954717,tim,5b+,1,1,hard
11,1970-01-01 00:00:07.555911125,-0.9911691266,0.8125688481,-0.1947198826,7.555911125,-0.1426081508,0.995629847,-0.6482880116,tim,5b+,1,1,hard
11,1970-01-01 00:00:07.757202000,0.2381717116,-0.2284852141,1.491775863,7.757202,-0.1683617979,-0.5485360026,-0.1750779152,tim,5b+,1,1,hard
11,1970-01-01 00:00:07.958493000,-0.06303006113,-0.1116970217,0.7938846552,7.958493,-0.3355123699,-0.4524134099,-0.140268445,tim,5b+,1,1,hard
11,1970-01-01 00:00:08.159784000,0.5329848164,0.3023975283,-0.7838303679,8.159784,-0.2412550449,-0.8709431291,-0.04239745438,tim,5b+,1,1,hard
11,1970-01-01 00:00:08.361074000,0.3827929428,-0.3963564366,0.3065277091,8.361074,-0.3995568454,-0.474193871,-0.1417886168,tim,5b+,1,1,hard
11,1970-01-01 00:00:08.562365000,0.5457946041,-0.1772583425,-0.4512348944,8.562365,-0.3257885873,-0.103237465,-0.01820464246,tim,5b+,1,1,hard
11,1970-01-01 00:00:08.763656708,-0.3083064321,-0.1045973325,-0.3867228565,8.763656708,-0.01963957027,0.06666716188,-0.130261004,tim,5b+,1,1,hard
11,1970-01-01 00:00:08.964947708,-0.6900503844,-0.2337798679,-0.1986433643,8.964947708,-0.296669811,0.1085169166,-0.03361029923,tim,5b+,1,1,hard
11,1970-01-01 00:00:09.166238708,-0.3212431043,0.3096778965,-0.4716788068,9.166238708,-0.09531322122,-0.2278949767,-0.06952638179,tim,5b+,1,1,hard
11,1970-01-01 00:00:09.367528708,-0.3365838593,-0.01515890658,-0.02923607826,9.367528708,0.004249189515,-0.5449305177,-0.005202505272,tim,5b+,1,1,hard
11,1970-01-01 00:00:09.568819708,-0.2128269553,0.08884317935,0.851272738,9.568819708,0.2760323584,-0.2327005118,-0.272433877,tim,5b+,1,1,hard
11,1970-01-01 00:00:09.770109500,-0.7361287826,-0.04739986897,0.403848474,9.7701095,0.4795526862,0.2167978287,-0.1990430802,tim,5b+,1,1,hard
11,1970-01-01 00:00:09.971400500,-1.150170123,-0.2551847702,1.092254037,9.9714005,-0.05419562012,-0.1612021029,0.009238132276,tim,5b+,1,1,hard
11,1970-01-01 00:00:10.172692500,-1.744099153,0.9243459767,0.4340867651,10.1726925,-0.0723394081,-1.037114024,0.01688628644,tim,5b+,1,1,hard
11,1970-01-01 00:00:10.373983500,0.4067618492,0.1668760264,-0.1788382602,10.3739835,-0.05789402872,-0.6866118312,-0.07241538167,tim,5b+,1,1,hard
11,1970-01-01 00:00:10.575274500,0.1829969461,-0.9733631855,0.1164987552,10.5752745,0.009297512472,-0.5479075909,0.124183394,tim,5b+,1,1,hard
11,1970-01-01 00:00:10.776565830,0.6396866349,-0.1911782241,-0.3060929686,10.77656583,0.1350573748,-0.06768967956,0.04488177225,tim,5b+,1,1,hard
11,1970-01-01 00:00:10.977856830,-2.735998158,1.169177082,0.30309744,10.97785683,0.2450047284,-0.1300628334,0.1058284864,tim,5b+,1,1,hard
11,1970-01-01 00:00:11.179148830,1.142837422,-1.102066249,-1.054238364,11.17914883,-0.06806081533,-0.8786633611,-0.02091505565,tim,5b+,1,1,hard
11,1970-01-01 00:00:11.380439830,1.080501352,0.01617222905,-0.2691818351,11.38043983,0.274851054,0.03180250898,0.09341752529,tim,5b+,1,1,hard
11,1970-01-01 00:00:11.581730830,0.3642677942,2.162174048,-1.991665732,11.58173083,0.1819872409,0.01861844584,0.6772166491,tim,5b+,1,1,hard
11,1970-01-01 00:00:11.783022000,4.456670587,-2.042174565,-0.7187216216,11.783022,-0.04257240519,-0.5263481736,0.3605244458,tim,5b+,1,1,hard
11,1970-01-01 00:00:11.984313000,-0.0970330454,-0.0940343374,0.4142068166,11.984313,-0.4349904358,-0.5288749337,0.4217956364,tim,5b+,1,1,hard
11,1970-01-01 00:00:12.185604000,1.376313527,-3.893077351,0.9156634462,12.185604,-0.1884836704,0.4634727538,-0.06001135334,tim,5b+,1,1,hard
11,1970-01-01 00:00:12.386895000,-1.493100843,1.722971554,-0.9027077705,12.386895,-0.1764381826,0.1615859866,0.00981760025,tim,5b+,1,1,hard
11,1970-01-01 00:00:12.588186000,2.906515538,-2.047484422,-0.1831020498,12.588186,-0.01571109518,0.6332548857,0.05250617117,tim,5b+,1,1,hard
11,1970-01-01 00:00:12.789478000,0.5025255007,0.4144564927,0.5243432164,12.789478,-0.04339553416,0.2485042661,-0.2558103204,tim,5b+,1,1,hard
11,1970-01-01 00:00:12.990769000,0.7443359345,-0.2531604642,0.9921722165,12.990769,-0.2762982249,0.3984773457,-0.2776478827,tim,5b+,1,1,hard
11,1970-01-01 00:00:13.192060000,-1.130214161,0.05579413176,-1.56385069,13.19206,-0.3283716142,0.2911195159,-0.07855992019,tim,5b+,1,1,hard
11,1970-01-01 00:00:13.393351000,0.4208185557,-0.2520483238,-0.02956556886,13.393351,-0.3624912798,0.4617895186,-0.04437761009,tim,5b+,1,1,hard
11,1970-01-01 00:00:13.594642000,0.07577465236,0.02459163487,-0.175694797,13.594642,-0.2417145967,0.1549075097,0.01642147265,tim,5b+,1,1,hard
11,1970-01-01 00:00:13.795934080,0.4853565772,-0.3478958827,0.06871896341,13.79593408,-0.1127183735,0.3307088912,0.03659790009,tim,5b+,1,1,hard
11,1970-01-01 00:00:13.997225080,0.2423909893,-0.4052658391,-0.2331878373,13.99722508,0.05695499852,-0.0833158344,-0.05236411095,tim,5b+,1,1,hard
11,1970-01-01 00:00:14.198517080,0.2854243038,-0.1928107667,0.2267863056,14.19851708,0.1346529424,0.3967058063,0.0967669636,tim,5b+,1,1,hard
11,1970-01-01 00:00:14.399808080,0.5688875245,0.3488899094,0.3993031409,14.39980808,-0.002734692767,0.2248672396,0.1193378791,tim,5b+,1,1,hard
11,1970-01-01 00:00:14.601099080,-1.331680707,0.2806599194,-0.2836680195,14.60109908,-0.03381680697,0.4227522016,-0.02571296878,tim,5b+,1,1,hard
11,1970-01-01 00:00:14.802390500,0.810114187,0.3128295457,0.5322942603,14.8023905,-0.2510483563,0.6240415573,-0.1686605662,tim,5b+,1,1,hard
11,1970-01-01 00:00:15.003681500,-0.8841611333,-0.284312675,-1.520137783,15.0036815,-0.02141549811,0.2949739695,-0.09678974748,tim,5b+,1,1,hard
11,1970-01-01 00:00:15.204973500,-0.2576160425,-1.1546602,-0.3310108781,15.2049735,0.4406674206,-0.1471070498,0.1403061152,tim,5b+,1,1,hard
11,1970-01-01 00:00:15.406265500,0.8911786692,0.5091539043,-1.115390007,15.4062655,0.89501369,-0.1386865526,0.3480208218,tim,5b+,1,1,hard
11,1970-01-01 00:00:15.607556500,0.9315532547,1.98316505,-0.3186171198,15.6075565,0.8292933702,0.4524847567,0.4433534443,tim,5b+,1,1,hard
11,1970-01-01 00:00:15.808849500,-2.776607948,-0.8246807706,2.230889942,15.8088495,0.2751836479,0.3433789909,-0.1305821538,tim,5b+,1,1,hard
11,1970-01-01 00:00:16.010140499,-1.311863177,-0.07237449646,-0.07772352934,16.0101405,0.1480947584,-0.1480745971,0.1256040186,tim,5b+,1,1,hard
11,1970-01-01 00:00:16.211432500,-0.06218864679,0.1161069918,-0.1391871214,16.2114325,-0.58697927,-0.725938797,0.01761067286,tim,5b+,1,1,hard
11,1970-01-01 00:00:16.412724500,1.336491357,-0.006093968153,-0.3991806418,16.4127245,-0.5871281028,-0.4393908978,-0.03474542871,tim,5b+,1,1,hard
11,1970-01-01 00:00:16.614015500,-0.196428439,0.4871859151,-0.8630823594,16.6140155,-0.6622683406,-0.1904660761,0.004077181686,tim,5b+,1,1,hard
11,1970-01-01 00:00:16.815306210,0.8431315134,0.3240649706,-0.9947385594,16.81530621,-0.4797269106,-0.6864324808,-0.09627237916,tim,5b+,1,1,hard
11,1970-01-01 00:00:17.016598210,-0.5227109662,-0.6099429452,-0.9455602598,17.01659821,0.213260591,-1.170002937,-0.1583789289,tim,5b+,1,1,hard
11,1970-01-01 00:00:17.217890210,0.3660099721,0.8844235271,0.3476593629,17.21789021,0.290987432,-0.9256251454,-0.2796515822,tim,5b+,1,1,hard
11,1970-01-01 00:00:17.419182210,0.5782115677,-0.3323726946,-0.1985644269,17.41918221,0.1461785585,-0.2825208008,-0.1196523532,tim,5b+,1,1,hard
11,1970-01-01 00:00:17.620474210,-1.267265733,0.173361758,-0.5731563574,17.62047421,0.2196786404,-0.09512660652,-0.05357480794,tim,5b+,1,1,hard
11,1970-01-01 00:00:17.821766080,-0.1322644566,0.2702512908,-0.933121478,17.82176608,0.3947960734,0.2247876227,-0.1896294504,tim,5b+,1,1,hard
11,1970-01-01 00:00:18.023057080,-0.01457462355,2.086638547,-0.2336880666,18.02305708,0.311765641,0.1777218729,-0.1039656326,tim,5b+,1,1,hard
11,1970-01-01 00:00:18.224349080,-2.836796554,5.064123203,-2.972060194,18.22434908,0.2217693031,-0.7368479967,0.2429371774,tim,5b+,1,1,hard
11,1970-01-01 00:00:18.425641080,2.799881328,-2.577664329,2.565814362,18.42564108,-0.02426217124,-0.8295482397,0.4836893082,tim,5b+,1,1,hard
11,1970-01-01 00:00:18.626933080,0.586799081,-1.172195415,-0.78175753,18.62693308,-0.5315713286,-1.251400232,0.02026127279,tim,5b+,1,1,hard
11,1970-01-01 00:00:18.828226210,3.079408349,-1.618713945,-1.11688017,18.82822621,-0.3234500587,-1.15287292,0.01502443291,tim,5b+,1,1,hard
11,1970-01-01 00:00:19.029518210,1.218014781,-0.8496822953,-1.351448827,19.02951821,-0.3235959411,0.4126862288,-0.158374846,tim,5b+,1,1,hard
11,1970-01-01 00:00:19.230810210,2.048663805,-1.105779231,-0.04186840296,19.23081021,-0.4541160166,0.9385455847,-0.4822425246,tim,5b+,1,1,hard
11,1970-01-01 00:00:19.432102210,0.4007050109,-0.02554063797,-1.043752552,19.43210221,-0.2958381772,1.107003808,-0.1748353243,tim,5b+,1,1,hard
11,1970-01-01 00:00:19.633394210,-0.164088074,-0.5406978786,-1.22481217,19.63339421,-0.2052181959,0.854706645,-0.1697210521,tim,5b+,1,1,hard
11,1970-01-01 00:00:19.834685830,-0.5589318359,0.07005782962,-0.8967781091,19.83468583,-0.1157222986,1.158354878,-0.1270638108,tim,5b+,1,1,hard
11,1970-01-01 00:00:20.035977830,-1.002389641,-0.05996144235,0.06941112757,20.03597783,-0.05620544031,0.7691580653,-0.0957018882,tim,5b+,1,1,hard
11,1970-01-01 00:00:20.237269830,-0.04163422197,0.5237333518,-0.04502239108,20.23726983,-0.1474721134,0.629349947,-0.0551995337,tim,5b+,1,1,hard
11,1970-01-01 00:00:20.438561830,-0.7247496624,-0.3416873091,0.1935504395,20.43856183,-0.3283303976,0.8170038462,0.1984457076,tim,5b+,1,1,hard
11,1970-01-01 00:00:20.639854830,0.2952095461,0.518902967,0.1642553043,20.63985483,-0.2042593062,0.7496016026,0.1106730178,tim,5b+,1,1,hard
11,1970-01-01 00:00:20.841146210,-0.2925563354,-1.462403837,-0.6654581648,20.84114621,-0.21559681,-0.11674615,0.2625248432,tim,5b+,1,1,hard
11,1970-01-01 00:00:21.042439210,-0.3510054686,1.363953098,-0.225122188,21.04243921,-0.1861843318,-0.4315932691,0.3956930339,tim,5b+,1,1,hard
11,1970-01-01 00:00:21.243731210,0.2233131326,-0.4503572273,1.422739835,21.24373121,0.00814749673,0.2293958217,0.3649469614,tim,5b+,1,1,hard
11,1970-01-01 00:00:21.445024210,-0.04912348196,0.2990441501,-0.2797726044,21.44502421,-0.159217,-0.1211111397,-0.08358908445,tim,5b+,1,1,hard
11,1970-01-01 00:00:21.646317210,-0.07394988254,0.2353030676,0.6151314721,21.64631721,-0.1099193543,-0.8407753706,-0.2712348402,tim,5b+,1,1,hard
11,1970-01-01 00:00:21.847609210,0.5259593868,0.2109675407,0.4706815642,21.84760921,-0.1710882187,-0.5739023089,0.04381460696,tim,5b+,1,1,hard
11,1970-01-01 00:00:22.048902210,0.7706089363,0.1276850635,0.173002739,22.04890221,-0.1991066188,0.01399954595,-0.008209378459,tim,5b+,1,1,hard
11,1970-01-01 00:00:22.250195210,0.1818893373,-0.3059274924,0.2258077741,22.25019521,-0.4490942657,0.03501552716,-0.07637313008,tim,5b+,1,1,hard
11,1970-01-01 00:00:22.451488210,-0.1621970479,0.2917316222,-0.1638492152,22.45148821,-0.0611600168,0.3139496744,-0.06885063648,tim,5b+,1,1,hard
11,1970-01-01 00:00:22.652781210,0.4255816975,-0.003598961234,-0.1766218731,22.65278121,0.1846233159,0.4848766923,0.07316835225,tim,5b+,1,1,hard
11,1970-01-01 00:00:22.854073750,0.6999508899,0.5127920419,0.3825298181,22.85407375,0.2446346283,0.4368541241,0.1633274555,tim,5b+,1,1,hard
11,1970-01-01 00:00:23.055366750,-0.6689105071,-0.6689723414,0.272881076,23.05536675,0.2371434718,0.8781759143,0.05562093481,tim,5b+,1,1,hard
11,1970-01-01 00:00:23.256659750,-0.9499567813,0.1082144201,-0.6026289555,23.25665975,0.4799019396,0.5798451304,-0.2984126806,tim,5b+,1,1,hard
11,1970-01-01 00:00:23.457951750,0.6799063423,0.4856942904,0.07958002031,23.45795175,0.4283006191,0.2952920794,-0.08313784003,tim,5b+,1,1,hard
11,1970-01-01 00:00:23.659244750,0.4067976634,-0.9749600601,-0.08738137543,23.65924475,0.2777466178,-0.03395431116,0.2184295654,tim,5b+,1,1,hard
11,1970-01-01 00:00:23.860537000,0.3006366393,-0.08416072905,0.4738951939,23.860537,0.1506857276,-0.2992317975,0.2746626437,tim,5b+,1,1,hard
11,1970-01-01 00:00:24.061830000,1.403320501,1.245848113,-0.5128405738,24.06183,0.2483221442,0.0437624976,0.3736654222,tim,5b+,1,1,hard
11,1970-01-01 00:00:24.263123000,0.7314980802,0.9371075249,-2.240090536,24.263123,0.5591042638,1.341823816,0.6055650115,tim,5b+,1,1,hard
11,1970-01-01 00:00:24.464416000,-2.795742084,-1.637322709,4.223892932,24.464416,-0.0651088208,0.4330862761,-0.08721372485,tim,5b+,1,1,hard
11,1970-01-01 00:00:24.665709000,-1.838779169,0.3444594741,-0.9318947321,24.665709,-0.3084911108,0.08004709333,-0.0700346157,tim,5b+,1,1,hard
11,1970-01-01 00:00:24.867000500,0.3211337614,-0.2930548471,0.2501544106,24.8670005,-0.4539288878,-0.242762208,-0.2074837685,tim,5b+,1,1,hard
11,1970-01-01 00:00:25.068293500,2.881502611,3.393469026,-0.8716222179,25.0682935,-0.2648077309,-0.2254770547,-0.1434488893,tim,5b+,1,1,hard
11,1970-01-01 00:00:25.269586500,0.5925392926,-0.2140227109,-1.208766825,25.2695865,0.4215399325,0.1271609068,-0.08932700753,tim,5b+,1,1,hard
11,1970-01-01 00:00:25.470879500,-0.1360269937,-0.1734845495,0.3265827817,25.4708795,0.5385147333,0.3048999012,0.03183206171,tim,5b+,1,1,hard
11,1970-01-01 00:00:25.672172500,-0.9969385743,0.1555400294,-0.567268796,25.6721725,0.4473913312,-0.01817987859,-0.2473341227,tim,5b+,1,1,hard
11,1970-01-01 00:00:25.873467330,-1.287576475,0.1456523877,0.3837621188,25.87346733,0.1699084342,-0.07222314924,-0.228335008,tim,5b+,1,1,hard
11,1970-01-01 00:00:26.074760330,-0.5186223006,0.1856099206,-1.118513297,26.07476033,0.2912755907,-0.3448742926,-0.04574827105,tim,5b+,1,1,hard
11,1970-01-01 00:00:26.276053330,0.8325745118,-0.05904752254,-1.959265725,26.27605333,0.6876026392,0.8843627572,-0.407494545,tim,5b+,1,1,hard
11,1970-01-01 00:00:26.477347330,-0.7374794894,-0.2531499392,1.76758581,26.47734733,0.1747000217,1.391378403,-0.6858997345,tim,5b+,1,1,hard
11,1970-01-01 00:00:26.678640330,-2.328564756,-0.2547655249,2.156190008,26.67864033,0.1053160429,0.9319452047,-0.4160403609,tim,5b+,1,1,hard
11,1970-01-01 00:00:26.879932960,-0.9512607104,0.7515057904,-0.9426550707,26.87993296,-0.4943242073,-0.2964389324,0.08726613224,tim,5b+,1,1,hard
11,1970-01-01 00:00:27.081225960,2.845644561,-0.5946676791,-2.272301385,27.08122596,-0.3967746198,-0.4911299348,0.2446244061,tim,5b+,1,1,hard
11,1970-01-01 00:00:27.282519960,-0.9878455693,-1.012916676,0.04332260549,27.28251996,-0.3582999408,0.04462332651,-0.1266467571,tim,5b+,1,1,hard
11,1970-01-01 00:00:27.483812960,0.138177892,-1.073656383,0.8629700929,27.48381296,-0.3556052148,-0.773681283,0.03215539083,tim,5b+,1,1,hard
11,1970-01-01 00:00:27.685105580,0.1106538785,-0.1303765368,-0.00683247149,27.68510558,-0.2878565788,-1.053941846,0.01340257935,tim,5b+,1,1,hard
11,1970-01-01 00:00:27.886399580,-0.01064047068,0.1529058588,0.5241356403,27.88639958,-0.5310226083,-1.1248914,0.1089094058,tim,5b+,1,1,hard
11,1970-01-01 00:00:28.087692580,1.252844599,0.1256262589,-0.2041865247,28.08769258,-0.4159272015,-0.8160472512,0.1081629544,tim,5b+,1,1,hard
11,1970-01-01 00:00:28.288986580,0.7792125294,-0.218518635,0.1416844672,28.28898658,-0.2238063812,0.5270774961,0.01983770728,tim,5b+,1,1,hard
11,1970-01-01 00:00:28.490279580,0.3220006111,0.2318830311,-0.8729562601,28.49027958,-0.1927931607,-0.1792137623,-0.2586046755,tim,5b+,1,1,hard
11,1970-01-01 00:00:28.691572330,0.006724590361,0.2222789794,-0.9911422294,28.69157233,0.01692917943,-0.1402720511,-0.1092376187,tim,5b+,1,1,hard
11,1970-01-01 00:00:28.892866330,-0.8340237442,-0.005426216125,1.822439709,28.89286633,-0.08967594057,-0.09996439517,-0.05486703664,tim,5b+,1,1,hard
11,1970-01-01 00:00:29.094159330,-1.702390817,1.48756733,0.9669751024,29.09415933,-0.5197249055,-0.6780666709,-0.009406054392,tim,5b+,1,1,hard
11,1970-01-01 00:00:29.295452330,0.6361513352,0.5467146635,-1.109336092,29.29545233,-0.7339059711,-0.6400468349,0.02633028477,tim,5b+,1,1,hard
11,1970-01-01 00:00:29.496746330,0.6171522698,-0.2295739657,-0.5939554882,29.49674633,-0.4271441698,-0.7431566119,0.2028244287,tim,5b+,1,1,hard
11,1970-01-01 00:00:29.698040080,0.2088561112,-0.6997257721,-0.07525600433,29.69804008,0.2086289972,-0.3754882812,0.1895260066,tim,5b+,1,1,hard
11,1970-01-01 00:00:29.899333080,-1.236078,0.5839585036,-0.6217784406,29.89933308,0.3724218905,-0.05330812931,-0.003900412004,tim,5b+,1,1,hard
11,1970-01-01 00:00:30.100626080,-1.228451769,-0.4007786858,2.437954466,30.10062608,0.3747367561,-0.3659798503,-0.1886078268,tim,5b+,1,1,hard
11,1970-01-01 00:00:30.301920080,-0.5571536976,-0.5072231537,0.1270681822,30.30192008,0.227606371,0.119504489,0.02488021366,tim,5b+,1,1,hard
11,1970-01-01 00:00:30.503213080,-0.08404685453,-1.216555901,-0.9891018435,30.50321308,0.01359535381,0.3768213987,-0.1546068937,tim,5b+,1,1,hard
11,1970-01-01 00:00:30.704507460,-1.546912476,0.5038042867,-0.5535582447,30.70450746,0.6634159088,-0.4583955109,-0.1554457992,tim,5b+,1,1,hard
11,1970-01-01 00:00:30.905800460,-0.2805798856,1.56020729,-0.520429675,30.90580046,0.6044200659,-0.7816535234,-0.1118307859,tim,5b+,1,1,hard
11,1970-01-01 00:00:31.107093460,-0.08542354491,1.663692482,-2.746785686,31.10709346,0.3078685999,-2.017923117,-0.09521466494,tim,5b+,1,1,hard
11,1970-01-01 00:00:31.308386460,1.629822485,-2.361634853,-0.3153397554,31.30838646,-0.2960695028,-1.392299771,0.2290748805,tim,5b+,1,1,hard
11,1970-01-01 00:00:31.509679460,3.480651011,-2.6257109,2.535910531,31.50967946,-0.1480069458,0.01987580955,0.2428065985,tim,5b+,1,1,hard
11,1970-01-01 00:00:31.710972080,-1.839555679,-0.2684480095,-1.813489376,31.71097208,-0.6061277986,0.1303938925,-0.2573755682,tim,5b+,1,1,hard
11,1970-01-01 00:00:31.912265080,-0.7621468458,-0.0461128968,-1.466344861,31.91226508,0.0579456687,0.9338725209,-0.6109145284,tim,5b+,1,1,hard
11,1970-01-01 00:00:32.113559080,0.1275586174,0.146124258,-0.583497743,32.11355908,0.1873215139,0.6404135227,-0.06168945506,tim,5b+,1,1,hard
11,1970-01-01 00:00:32.314852080,-0.4768304231,0.259960776,0.443419506,32.31485208,0.1968174577,0.8648308516,0.1209000498,tim,5b+,1,1,hard
11,1970-01-01 00:00:32.516145080,0.1937919478,0.09369929194,0.1821904689,32.51614508,-0.03710201383,0.3086156249,0.2926350534,tim,5b+,1,1,hard
11,1970-01-01 00:00:32.717438370,-0.5958441389,-1.118508035,1.181883667,32.71743837,-0.1573647261,0.03996358812,0.2353135794,tim,5b+,1,1,hard
11,1970-01-01 00:00:32.918730370,1.480598618,-1.236121854,-0.04710049152,32.91873037,-0.05778513849,-0.3527555466,0.01249134354,tim,5b+,1,1,hard
11,1970-01-01 00:00:33.120023370,0.4101532343,0.4805148268,-0.3644563669,33.12002337,-0.2006348073,-0.6279414296,0.2087671459,tim,5b+,1,1,hard
11,1970-01-01 00:00:33.321316370,-0.7137551428,-0.1237323457,-0.7487558448,33.32131637,-0.4487861991,-0.702260673,0.3862286508,tim,5b+,1,1,hard
